 0 0 0.2923513 0.2239305 0.2419963 0.3827331 0.3035099 0.4440535 0 0 0 0 0.2874164 0 0 0.233106 0 
#Nage_samples
 0 71 68 165 45 101 184 204 45 0 0 92 253 0 0 153 0 
#ages
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 2 7 6 4 13 17 11 5 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 3 9 8 12 12 11 7 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 5 22 20 17 12 12 31 23 14 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 4 7 5 3 2 2 1 6 4 4 2 2 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 3 9 18 19 30 10 3 3 3 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 10 29 41 20 16 21 23 7 4 7 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 4 6 14 17 28 18 43 30 15 6 10 6 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 1 2 10 5 11 6 4 3 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 20 19 2 0 11 6 17 13 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 3 22 33 41 57 24 36 28 7 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 5 41 40 29 13 7 8 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
#checknum
 1234
